ytid,start_s,end_s,labels,Scream,Shout,Crying,Explosion,Gunshot,Glass,Siren,Alarm
vYryT5zfNFU,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
icui3nlZaRk,20.0,30.0,/m/0g6b5,0,0,0,1,0,0,0,0
h1nrcoAy6YA,120.0,130.0,"/m/04rlf,/m/04szw,/m/07p6fty",0,1,0,0,0,0,0,0
t7kdnUhl1ns,6.0,16.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
Qip-lwJogdc,23.0,33.0,"/m/014zdl,/m/07pxg6y,/m/09x0r",0,0,0,1,0,0,0,0
-BfN0ydYNdQ,20.0,30.0,/m/07pp_mv,0,0,0,0,0,0,0,1
nHNa_igMhTE,300.0,310.0,"/m/032s66,/m/09x0r",0,0,0,0,1,0,0,0
diEnFvBD8KE,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
eUw5JADu-0I,420.0,430.0,/m/0c3f7m,0,0,0,0,0,0,0,1
Itt-b2w7xLs,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
CC3yy_0TbDo,30.0,40.0,"/m/0326g,/m/04rlf",0,0,0,0,0,0,0,0
HT2Ibv_P1WQ,26.0,36.0,/m/09x0r,0,0,0,0,0,0,0,0
7P1CqhBq6cg,30.0,40.0,"/m/068hy,/m/07qz6j3,/m/0jbk,/t/dd00002",0,0,1,0,0,0,0,0
ZfmYlwGMi-w,30.0,40.0,/m/03kmc9,0,0,0,0,0,0,1,0
ACKexWBpL1s,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
U15qm_gMwzw,580.0,590.0,"/m/09x0r,/m/0c3f7m",0,0,0,0,0,0,0,1
TUT3uK5UQ7I,100.0,110.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
oNfE6nJVvk0,340.0,350.0,/m/039jq,0,0,0,0,0,1,0,0
IoosP6XOZA0,20.0,30.0,"/m/09x0r,/m/0c3f7m",0,0,0,0,0,0,0,1
utFQrg7IA64,30.0,40.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
GUwwsyvmVtA,60.0,70.0,"/m/04rlf,/m/06j6l",0,0,0,0,0,0,0,0
ostd6VihluM,30.0,40.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
cnmE_P7-lHw,70.0,80.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
NH78rEz21AQ,27.0,37.0,/m/032s66,0,0,0,0,1,0,0,0
Qdc34pib8rI,50.0,60.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
nBGn-AqYLbw,0.0,10.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
s8KF_x3wzLc,50.0,60.0,"/m/039jq,/m/04rlf",0,0,0,0,0,1,0,0
fwDeyfhn8VA,20.0,30.0,"/m/07pp_mv,/m/09x0r",0,0,0,0,0,0,0,1
8raR0nIrbug,15.0,25.0,"/m/04qvtq,/m/04rlf",0,0,0,0,0,0,1,0
pRR0NoGHjVk,50.0,60.0,"/m/03qc9zr,/m/09x0r,/m/0ytgt",1,0,0,0,0,0,0,0
6G-zGh5Sk_E,60.0,70.0,"/m/07pp_mv,/m/09x0r",0,0,0,0,0,0,0,1
dj3OG-Dxcx8,140.0,150.0,/m/03qc9zr,1,0,0,0,0,0,0,0
1ayn8Zgyj5Y,60.0,70.0,/m/0g6b5,0,0,0,1,0,0,0,0
JjXNwVq0taU,60.0,70.0,"/m/0463cq4,/m/09x0r,/m/0ytgt",0,0,1,0,0,0,0,0
_DOSm1vFxVE,0.0,10.0,"/m/03qc9zr,/m/09x0r,/m/0ytgt",1,0,0,0,0,0,0,0
6ZbaQq6XwYU,22.0,32.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
asnk2K9HXSM,80.0,90.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
3Kyy2HshOi0,30.0,40.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
iD9RhUTIqVE,30.0,40.0,/m/03kmc9,0,0,0,0,0,0,1,0
8527ZnUSVR4,60.0,70.0,"/g/122z_qxw,/m/0g6b5",0,0,0,1,0,0,0,0
ic8fSs7AoF0,23.0,33.0,/m/04rlf,0,0,0,0,0,0,0,0
mV1DN62pm9Y,50.0,60.0,"/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126",0,1,0,0,0,0,0,0
Ul9QSVBvaHU,60.0,70.0,/m/032s66,0,0,0,0,1,0,0,0
K_paNg92jrc,0.0,10.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
tUaofQRAQDw,40.0,50.0,/m/0g6b5,0,0,0,1,0,0,0,0
N-MLD5tRPxw,140.0,150.0,"/m/03qtwd,/t/dd00135",0,1,0,0,0,0,0,0
AnRdIsoUTK4,30.0,40.0,/m/03qc9zr,1,0,0,0,0,0,0,0
utlhrFfzlro,0.0,7.0,"/m/039jq,/m/07pc8lb,/m/0c1dj",0,0,0,0,0,1,0,0
xx3yKzrSOBI,40.0,50.0,"/m/012f08,/m/03j1ly,/m/03kmc9,/m/04qvtq,/m/09x0r,/t/dd00128",0,0,0,0,0,0,1,0
rPFHrkuGrWQ,140.0,150.0,"/m/04rlf,/m/06cqb",0,0,0,0,0,0,0,0
Vi1iTDV2CTo,300.0,310.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
PnHw_R3xyPQ,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
4mQIYQmVYWQ,10.0,20.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
AHp0H40WiJk,0.0,10.0,"/m/04rlf,/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
t312hrd8hL0,140.0,150.0,"/m/015p6,/m/03qc9zr,/m/09x0r,/m/0dbvp",1,0,0,0,0,0,0,0
xi1vZRTb8IU,20.0,30.0,"/m/01kcd,/m/04rlf,/m/04szw,/m/07gql",0,0,0,0,0,0,0,0
Wad61elm4dw,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
4aXNnYg5zAg,40.0,50.0,/m/07pp_mv,0,0,0,0,0,0,0,1
27JPo7b3FUc,20.0,30.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
SRveye9IdKE,30.0,40.0,/m/039jq,0,0,0,0,0,1,0,0
5yH42S7qkGk,30.0,40.0,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r",0,0,0,0,0,0,0,0
5WvuMN8nr0g,120.0,130.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
2YPEuBTGQoc,130.0,140.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
rYI4AOVgjq8,50.0,60.0,/m/03qc9zr,1,0,0,0,0,0,0,0
bMP3qOSuk-A,120.0,130.0,/m/02mfyn,0,0,0,0,0,0,0,1
nq19wFnYfBs,40.0,50.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
CTPHdwpBtN4,0.0,9.0,/m/014zdl,0,0,0,1,0,0,0,0
WI6SpnlwQw8,160.0,170.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
5Li27UYvseY,90.0,100.0,/m/09x0r,0,0,0,0,0,0,0,0
xVXQjZDB6Oo,30.0,40.0,/m/0463cq4,0,0,1,0,0,0,0,0
iujUjo82bbU,10.0,20.0,/m/07pp_mv,0,0,0,0,0,0,0,1
ntKZDYCkhPc,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
PugAdmIQdEk,80.0,90.0,/m/039jq,0,0,0,0,0,1,0,0
cv2Zynq_-u0,20.0,30.0,/m/0g6b5,0,0,0,1,0,0,0,0
dpnzm2DPoBI,40.0,50.0,"/m/0463cq4,/t/dd00002",0,0,1,0,0,0,0,0
-ihxrsUYzso,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
R6RYX8W3ggo,30.0,40.0,"/m/04rlf,/m/04szw,/m/07y_7,/m/09x0r",0,0,0,0,0,0,0,0
1NzgluE_9lo,0.0,7.0,"/m/03qc9zr,/m/04rlf,/m/09x0r",1,0,0,0,0,0,0,0
cNJEC1QJQt4,0.0,10.0,"/m/0140xf,/m/02mscn,/m/04rlf,/m/07pp_mv",0,0,0,0,0,0,0,1
UMkUoPA9zkA,30.0,40.0,"/m/012f08,/m/012ndj,/m/03j1ly,/m/03kmc9,/m/07yv9",0,0,0,0,0,0,1,0
i71sgpuEslk,0.0,9.0,"/m/012ndj,/m/03j1ly,/m/07r04,/m/07yv9",0,0,0,0,0,0,1,0
9gCfNKhR3-g,30.0,40.0,"/m/01y3hg,/m/03kmc9,/m/04qvtq,/m/0c3f7m",0,0,0,0,0,0,1,1
izcBDJZuhVw,180.0,190.0,"/m/039jq,/m/04rlf",0,0,0,0,0,1,0,0
PUE2as331XY,50.0,60.0,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y",0,0,0,0,0,0,0,0
bUldzudX7qw,490.0,500.0,/m/03qc9zr,1,0,0,0,0,0,0,0
kq05v9uyFwo,140.0,150.0,"/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
I1kbBmlAvdI,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
XsBhAMITDCQ,30.0,40.0,/m/02mfyn,0,0,0,0,0,0,0,1
D-YflsjEDDI,60.0,70.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
8W3rnIeudKc,0.0,10.0,"/m/068hy,/m/09x0r,/m/0jbk",0,0,0,0,0,0,0,0
v8zsuwMB0K4,300.0,310.0,"/m/015lz1,/m/04rlf,/m/064t9,/m/07p6fty,/t/dd00126",0,1,0,0,0,0,0,0
4oL9mkCXQn4,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00003,/t/dd00004",0,0,0,0,0,0,0,0
oWjtwguskdE,50.0,60.0,"/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
WG5erreJFXQ,0.0,5.0,"/m/032s66,/m/09x0r,/m/0c1dj",0,0,0,0,1,0,0,0
PaunC3eiKks,13.0,23.0,"/m/012ndj,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
FYe5yA4NqlE,30.0,40.0,"/m/026t6,/m/02hnl,/m/04rlf,/m/04szw",0,0,0,0,0,0,0,0
39EIpLSCcg4,60.0,70.0,"/m/04rlf,/m/05w3f",0,0,0,0,0,0,0,0
lw8WLBVihIg,100.0,110.0,"/m/039jq,/m/04rlf,/m/09x0r",0,0,0,0,0,1,0,0
38ifl-DBpBQ,15.0,25.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
rTWGZ35aVXY,370.0,380.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
OzGD7ylhf_s,10.0,20.0,"/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
_8gDltDuTwk,180.0,190.0,/m/03qc9zr,1,0,0,0,0,0,0,0
fPEc43qW4_s,30.0,40.0,/m/014zdl,0,0,0,1,0,0,0,0
JwDrtVBBwOc,70.0,80.0,"/m/032s66,/m/09x0r,/m/0_1c",0,0,0,0,1,0,0,0
5cezddiPBAo,20.0,30.0,"/m/039jq,/m/04rlf,/m/0l14md",0,0,0,0,0,1,0,0
XuTt61TkdzQ,220.0,230.0,/m/01y3hg,0,0,0,0,0,0,0,1
-pwgypWE-J8,30.0,40.0,"/m/03qc9zr,/m/09x0r,/m/0c1dj",1,0,0,0,0,0,0,0
b3VWkj_t7pk,520.0,530.0,"/m/032s66,/m/09x0r",0,0,0,0,1,0,0,0
fkb5J5iWoj4,110.0,120.0,/m/03kmc9,0,0,0,0,0,0,1,0
kTqM4QRmuAY,0.0,10.0,"/m/03kmc9,/m/0c3f7m,/t/dd00125",0,0,0,0,0,0,1,1
yzRA_UJ5GKE,0.0,10.0,/m/07pp_mv,0,0,0,0,0,0,0,1
o-F9OT4w0bI,110.0,120.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
UufFLcEFpZs,180.0,190.0,"/m/0g6b5,/t/dd00128",0,0,0,1,0,0,0,0
4DSTpxdidqA,30.0,40.0,"/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk",0,0,0,0,0,0,0,0
JIyXFTbmAhk,30.0,40.0,"/m/014zdl,/m/07qsvvw",0,0,0,1,0,0,0,0
25j6vtYSIdk,160.0,170.0,/m/03qc9zr,1,0,0,0,0,0,0,0
iKvT5_TIGn4,0.0,8.0,"/m/03qtwd,/t/dd00135",0,1,0,0,0,0,0,0
H3wDttmT2Fw,30.0,40.0,"/m/09x0r,/m/0c3f7m",0,0,0,0,0,0,0,1
gDTE8ahVpPM,150.0,160.0,/m/03qc9zr,1,0,0,0,0,0,0,0
nYsdMOLIAlk,0.0,10.0,"/m/0261r1,/m/0463cq4",0,0,1,0,0,0,0,0
IAj-meCa5N4,30.0,40.0,"/m/04qvtq,/m/09x0r,/m/0k4j",0,0,0,0,0,0,1,0
bzmR-7uDikA,120.0,130.0,"/g/122z_qxw,/m/0g6b5",0,0,0,1,0,0,0,0
_OwXukXTR9E,0.0,10.0,"/m/04rlf,/m/07pp_mv",0,0,0,0,0,0,0,1
2NwLY_lLcZw,20.0,30.0,"/m/04qvtq,/m/09x0r",0,0,0,0,0,0,1,0
Gk93WXk_tP0,0.0,10.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
HjwDaIoNbKg,10.0,20.0,/m/01y3hg,0,0,0,0,0,0,0,1
iTZkNgmSn0c,180.0,190.0,"/m/04rlf,/m/07p6fty,/m/09x0r",0,1,0,0,0,0,0,0
mI4X7BBnO1k,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
xX5rypDqgos,30.0,40.0,/m/039jq,0,0,0,0,0,1,0,0
Nmqq83EfK8U,80.0,90.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk",0,0,0,0,0,0,0,0
TlFSjfGa5Bc,170.0,180.0,/m/03qc9zr,1,0,0,0,0,0,0,0
FRMZUyi4LZQ,280.0,290.0,"/m/026t6,/m/04rlf,/m/04szw,/m/06rvn,/m/09x0r",0,0,0,0,0,0,0,0
K9Dy11NGBIE,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
Uhz86Gi1Nz0,10.0,20.0,"/m/014zdl,/m/02_41",0,0,0,1,0,0,0,0
A82zTrM-bP8,170.0,180.0,/m/032s66,0,0,0,0,1,0,0,0
XaW0X1DuPFI,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
lpq4Hynau4A,0.0,10.0,/m/0g6b5,0,0,0,1,0,0,0,0
oWu73k9OQX0,30.0,40.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
iEAP_Qzl8dg,30.0,40.0,"/m/0283d,/m/02lkt,/m/04rlf,/m/07s72n",0,0,0,0,0,0,0,0
PUnwcoBF9dc,30.0,40.0,"/m/01x3z,/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
NaIF-ixt_bM,0.0,10.0,"/m/0463cq4,/m/04rlf,/m/07p6fty,/m/09x0r",0,1,1,0,0,0,0,0
fzkOIeM_-k8,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
drzJvrKcJ9s,0.0,10.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
X3Mb0FylN_E,40.0,50.0,/m/0g6b5,0,0,0,1,0,0,0,0
3PRUAJZGI58,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
e7gIpy4Gj38,70.0,80.0,/m/03qc9zr,1,0,0,0,0,0,0,0
Q5JjkzAjmo0,140.0,150.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
yZqGXTvzQCw,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
W_UrewNPU6A,10.0,20.0,/m/0c3f7m,0,0,0,0,0,0,0,1
yK0JhS9fqSM,70.0,80.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
PlgMdnZrAgA,10.0,20.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
DPqa7Osdqsg,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
P61MTy5HPAY,30.0,40.0,/m/0c3f7m,0,0,0,0,0,0,0,1
q68tTK5IcdA,130.0,140.0,"/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
043TUcduqd0,14.0,24.0,"/m/07yv9,/m/09x0r",0,0,0,0,0,0,0,0
bkzMPhkd7fE,150.0,160.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
coLpDcqgNOs,280.0,290.0,/m/01y3hg,0,0,0,0,0,0,0,1
CYux9beKJIc,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
SOHxbYyBZzI,10.0,20.0,"/m/03kmc9,/m/07qf0zm,/m/0bt9lr,/m/0jbk",0,0,0,0,0,0,1,0
ulOc2HiWXKA,90.0,100.0,/m/02mfyn,0,0,0,0,0,0,0,1
pU0NyHEBVm0,0.0,10.0,/m/03qc9zr,1,0,0,0,0,0,0,0
ixPPqzQYPPI,80.0,90.0,"/m/07pp_mv,/m/07yv9,/m/09x0r",0,0,0,0,0,0,0,1
usdI6LhkVSY,10.0,20.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
3V9t1JPA2pk,190.0,200.0,"/m/015lz1,/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
_K1XNxEIraA,220.0,230.0,/m/0c3f7m,0,0,0,0,0,0,0,1
QRkV7koHuSM,290.0,300.0,/m/032s66,0,0,0,0,1,0,0,0
JyW9ThELsh8,10.0,20.0,"/g/122z_qxw,/m/04rlf,/m/0g6b5",0,0,0,1,0,0,0,0
RIHGSvHuK1I,20.0,30.0,"/m/03qc9zr,/m/04rlf",1,0,0,0,0,0,0,0
0maiaspDy5k,110.0,120.0,"/m/0342h,/m/039jq,/m/04rlf,/m/04szw,/m/0d8_n",0,0,0,0,0,1,0,0
zIWTAd6UuAw,130.0,140.0,"/m/015lz1,/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
v1U_iOrgy14,0.0,10.0,"/m/04rlf,/m/07pp_mv",0,0,0,0,0,0,0,1
PtNq5fMB1FM,30.0,40.0,"/m/04rlf,/t/dd00034",0,0,0,0,0,0,0,0
GEUhZ9-DbAg,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
NQEwlWLLc64,30.0,40.0,"/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
R-IAL-CdYhI,80.0,90.0,"/m/039jq,/m/04rlf",0,0,0,0,0,1,0,0
gXJvtRUL9Hg,220.0,230.0,"/m/04rlf,/m/04szw,/m/07p6fty,/m/09x0r,/t/dd00126",0,1,0,0,0,0,0,0
2BYz4JW2eVs,19.0,29.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
ih1L1UjI3O4,130.0,140.0,/m/032s66,0,0,0,0,1,0,0,0
IwHtO-PUesE,0.0,10.0,"/m/01y3hg,/m/09x0r",0,0,0,0,0,0,0,1
zq1ZEHxQuyM,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
PyTmixqMXqY,30.0,40.0,"/m/03kmc9,/m/0dgbq",0,0,0,0,0,0,1,0
YimO_dYJBos,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
zluR0Xj04tY,30.0,40.0,"/m/026t6,/m/02hnl,/m/04rlf,/m/04szw,/m/0bm02",0,0,0,0,0,0,0,0
JWwNHQBH8Ok,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
kmuqD8Th6Fg,10.0,20.0,/m/0c3f7m,0,0,0,0,0,0,0,1
2fF-DBzkjZY,290.0,300.0,"/m/039jq,/m/04rlf,/m/07rn7sz,/m/09x0r",0,0,0,0,0,1,0,0
THe0X8VeNbs,100.0,110.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
S82Oae-mliQ,30.0,40.0,"/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
pP--79vW59k,200.0,210.0,"/m/039jq,/m/09x0r",0,0,0,0,0,1,0,0
9Dc_cpbkdt4,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
gWfl7TAKOyQ,0.0,10.0,/m/02mfyn,0,0,0,0,0,0,0,1
BHxzVgxHVEc,10.0,20.0,"/m/03qtwd,/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
WHRnyGXcdy8,24.0,34.0,/t/dd00002,0,0,1,0,0,0,0,0
9Aq9HCAaQBc,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
-2yygHLdpXc,20.0,30.0,/m/03qc9zr,1,0,0,0,0,0,0,0
mtDUkjYkJ3M,240.0,250.0,"/m/015lz1,/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
7Jy320DLZk4,70.0,80.0,"/m/04rlf,/m/0g6b5",0,0,0,1,0,0,0,0
l9uBExyXHwQ,7.0,17.0,"/m/012ndj,/m/03j1ly,/m/07yv9",0,0,0,0,0,0,1,0
eFN0mcsw3e4,0.0,10.0,"/m/04rlf,/m/07xzm,/m/09x0r",0,0,0,0,0,0,0,0
glHqi4pVYxM,10.0,20.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,0
DyK5FDLgNcc,30.0,40.0,"/m/04rlf,/m/09x0r",0,0,0,0,0,0,0,0
b7HDSOtWNLg,20.0,30.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
PGMs7CIvAo4,60.0,70.0,/m/0g6b5,0,0,0,1,0,0,0,0
MawLPY46F5w,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
bgbnu5YKTDg,30.0,40.0,/m/032s66,0,0,0,0,1,0,0,0
nxRC-njaVYw,140.0,150.0,/m/032s66,0,0,0,0,1,0,0,0
kiclUSSPHRA,30.0,40.0,"/m/012f08,/m/012ndj,/m/07r04,/m/07yv9",0,0,0,0,0,0,1,0
UgUBjkQAOH4,10.0,20.0,"/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
deZ90-6sLeQ,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",0,1,0,0,0,0,0,0
cGY43JyuzwU,410.0,420.0,"/m/04rlf,/m/053hz1,/m/0g6b5",0,0,0,1,0,0,0,0
XYBccsCebNA,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
cAMMMpuBwc4,370.0,380.0,"/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126",0,1,0,0,0,0,0,0
MJyL-OTTT78,50.0,60.0,/m/0463cq4,0,0,1,0,0,0,0,0
db-TSWJBfpY,30.0,40.0,"/m/01y3hg,/m/09x0r,/m/0c3f7m",0,0,0,0,0,0,0,1
Q6ComnveADU,22.0,32.0,/m/04rlf,0,0,0,0,0,0,0,0
iC2ibi38YrU,70.0,80.0,/m/09x0r,0,0,0,0,0,0,0,0
6xbwl8EKYu4,30.0,40.0,/m/09x0r,0,0,0,0,0,0,0,0
aJ6f-3q4cjI,0.0,10.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
tcei3DIgaEA,30.0,40.0,"/m/07qz6j3,/m/09x0r,/t/dd00002",0,0,1,0,0,0,0,0
ykNmxgykOgA,170.0,180.0,/m/0c3f7m,0,0,0,0,0,0,0,1
sL_MrAf8UII,20.0,30.0,"/m/014zdl,/m/0g6b5",0,0,0,1,0,0,0,0
GpuwgwtMvfI,160.0,170.0,"/m/02z32qm,/m/032s66,/m/04rlf,/m/09x0r",0,0,0,0,1,0,0,0
OXx6ViO6FGw,10.0,20.0,"/m/018j2,/m/04rlf",0,0,0,0,0,0,0,0
ZILLLpXLniU,29.0,39.0,"/m/03kmc9,/m/07yv9",0,0,0,0,0,0,1,0
FD_AHY-4uaA,80.0,90.0,/m/0c3f7m,0,0,0,0,0,0,0,1
fonSMKsbEzQ,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
3GKXi74m3RY,0.0,8.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
web1xSJDhFo,190.0,200.0,/m/03qc9zr,1,0,0,0,0,0,0,0
XJ__fIq1-Oc,80.0,90.0,"/m/0463cq4,/m/09x0r",0,0,1,0,0,0,0,0
q2X9mcMP_l4,220.0,230.0,"/m/03qc9zr,/m/07c52,/m/09x0r",1,0,0,0,0,0,0,0
jQLWbocaw4w,10.0,20.0,"/g/122z_qxw,/m/0g6b5",0,0,0,1,0,0,0,0
Qyb1KltQpg0,60.0,70.0,/m/0463cq4,0,0,1,0,0,0,0,0
vDtWqa8G_ig,220.0,230.0,"/m/09x0r,/t/dd00125",0,0,0,0,0,0,0,0
20qEIZlhruA,30.0,40.0,"/m/03qc9zr,/m/04rlf",1,0,0,0,0,0,0,0
oY2_cf_XtyI,290.0,300.0,/m/04rlf,0,0,0,0,0,0,0,0
l-fPBSfcyDc,60.0,70.0,"/m/032s66,/m/04zjc",0,0,0,0,1,0,0,0
hCkz3267dOY,30.0,40.0,"/m/039jq,/m/04rlf",0,0,0,0,0,1,0,0
xYtFWsC4uBc,170.0,180.0,/m/039jq,0,0,0,0,0,1,0,0
7H5m-slHS8g,30.0,40.0,"/m/03qc9zr,/m/04rlf,/m/09x0r",1,0,0,0,0,0,0,0
1-lijp6qHHs,80.0,90.0,/m/0g6b5,0,0,0,1,0,0,0,0
CXsvj5ROwQk,20.0,30.0,"/m/014zdl,/m/07qqyl4",0,0,0,1,0,0,0,0
uPPUZVEduKg,30.0,40.0,/m/04rlf,0,0,0,0,0,0,0,0
3IWzY2RzjIg,0.0,10.0,"/m/012n7d,/m/03j1ly,/m/03kmc9",0,0,0,0,0,0,1,0
KafMyv5Nc9Q,30.0,40.0,"/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/05rwpb,/m/0fx80y",0,0,0,0,0,0,0,0
_1iMd7ulDn4,10.0,20.0,"/m/030rvx,/m/0c3f7m",0,0,0,0,0,0,0,1
QJDTh3wjfQo,210.0,220.0,"/m/03qc9zr,/m/04rlf,/m/09x0r",1,0,0,0,0,0,0,0
RZIVGgQzUJU,0.0,10.0,"/m/012n7d,/m/02mfyn,/m/03j1ly,/m/03kmc9,/m/04qvtq",0,0,0,0,0,0,1,1
ws8pRHEg5XY,220.0,230.0,"/m/09x0r,/m/0dxrf,/t/dd00125",0,0,0,0,0,0,0,0
TkMZwX6eAGY,220.0,230.0,"/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
IHClckIyW2I,10.0,20.0,/m/039jq,0,0,0,0,0,1,0,0
ssJ5HXc5bbY,50.0,60.0,"/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
aKT0nr0EZS0,120.0,130.0,"/m/03qc9zr,/m/09x0r",1,0,0,0,0,0,0,0
q0uIc0t8WIE,130.0,140.0,"/m/028sqc,/m/04rlf,/m/07p6fty",0,1,0,0,0,0,0,0
_TLzbbay6Hw,0.0,2.0,/m/03qc9zr,1,0,0,0,0,0,0,0
8amhWKQqDB8,10.0,20.0,"/m/032s66,/m/073cg4",0,0,0,0,1,0,0,0
w-0igZRtaCs,0.0,10.0,/m/02mfyn,0,0,0,0,0,0,0,1
